collection,cibid,pubdate,file,cibbody,date,id,body,url,folder,title,_merge,year
Current/Central Intelligence Bulletin Collection,3162001,"February 27, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755569%5D.pdf,"27 February 1957

",2/27/57,CIA-RDP79T00975A003000060001-1,"N
o
>
[y

NN

NN\

7

\

State Department review completed /

 

W/}}%;?H%%r%?m
7

 

 

 

 

 

 

 

%

OFFICE OF CURRENT INTELLIGENCE

CENTRAL INTELLIGENCE AGENCY 251

7

27 February 1957 25X1é

Copy No. 1431 é

. Z

CURR b 7
URRENT o S Z
INTELLIGENCE 7)3191",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000060001-1,/meta-56400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3162002,"February 28, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755614%5D.pdf,Wma for Release; 2019/12/04 Cf?/;;,2/28/57,CIA-RDP79T00975A003000070001-0,;////////WT,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000070001-0,/meta-55400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3162003,"March 1, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755571%5D.pdf,"1 March 1957

 

 

 

 

 

 

 

Copy No. i31

 

CURRENT
INTELLIGENCE ? -
BULLETIN 7291_

OFFICE OF CURRENT INTELLIGENCE
CENTRAL INTELLIGENCE AGENCY

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

A R R RN RN

 

 

 

%
N, ",3/1/57,CIA-RDP79T00975A003000080001-9,"25X

// Wzoo%""l%f% AR%",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000080001-9,/meta-55400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3162004,"March 2, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755615%5D.pdf,"3.3(h)(2)
3.5(c)

N
N

AR RN RN

 

2 March 195",3/2/57,CIA-RDP79T00975A003000090001-8," 

25X 2 March 1957

N

 

 

 

 

 

 

Copy No. {231

 

URRENT N
: DOCUMENTNO. 7 e
I NTE LLI G E N C E NO CHANGE IN CLASS. ? I
I} DECLASSIFED -
CLASS. CHANCEDTO: TS &
BU LI. E'l' I N NEXT REVIEW DATE: ?hM 2

 

AUTH",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000090001-8,/meta-55400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3162005,"March 3, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755612%5D.pdf,"3.5(c)

N

N\

\\\\\\\Q%R\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

 

3 March 1957

 

 

 

 

 

 

 

CURRENT 0 |
DOCUMENT NO. SRR it
NO CHANGE IN CLASS, ",3/3/57,CIA-RDP79T00975A003000100001-6,\\\\\\\\\\\\\\\\\\\\\\\m\\\\\\\\\\\\\\\\\\\\,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000100001-6,/meta-55400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3162006,"March 5, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755698%5D.pdf,"201 9/12/04 C03162006

//////////////'//

5 March 1957

 

3

 

 

 

 

 

 

Copy No. 131

 

CURRENT
INTELLIGENCE
BULLETIN

 

 

 

 

 

OFFICE OF CURRENT INTELLIGENCE
CENTRAL INTELLIGENCE AGENCY

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\z

 

 

 

\\\\\\\\\\\\\\\",3/5/57,CIA-RDP79T00975A003000110001-5,//// / ///%/5,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000110001-5,/meta-55400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3162007,"March 6, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755561%5D.pdf,"\

3.5(c) 6 March 1957

 

 

 

 

 

CURRENT

 

N ol
P DE(,",3/6/57,CIA-RDP79T00975A003000120001-4,% W/W zo??fz?mmmw/,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000120001-4,/meta-55400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3150409,"March 7, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755599%5D.pdf,"7 March 1957

N

 

 

 

 

 

 

 

Copy No. 131

 

CURRENT

DOCUMENT NG, ",3/7/57,CIA-RDP79T00975A003000130001-3,"N
o
<

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

N

a7

7 March 1957

 

25X1

 

 

 

 

 

 

Copy No. 131

 

CURRENT

 

OOOOOOOOOOO ._J} e
INTELLIGENCE EJLAUC - 25X1
o vEXT?E",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000130001-3,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3150410,"March 8, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755650%5D.pdf," 

%@

 

 

 

 

8 March 1957
Copy No. 131
CURRENT | E? N
DOCEJM?NT P\fo, __ 2 ] ke
INTELLIGENCE ol T T
Ai\i}(",3/8/57,CIA-RDP79T00975A003000140001-2,"25X

 

 

 

 

/////////WM%WMWW

 

 

 

 

 

 

 

 

 

 

DIA and DOS
review(s)
completed.

 

\\\\\\\\\\\\\\\\\\\\

///

é 8 March 1957 25X1%
7 2
é Copy No. 131 Z
Z Z
g CURRENT - 25x1?
é INTELLIGENCE Z
g BULLETIN

Z

é OFFICE OF CURRENT INTELLIGENCE

é CENTRAL INTELLIGENCE AGENCY 25X1

7

Z

Z

Z

Z

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

 

 

e

\
§\
x0c25X1 Approved For Release 2002/11/19 : CIA-RDP79T00975A003000140001-2

 

Approved For Release 2002/11/19 : CIA-RDP79T00975A003000140001-2
x0c25X1

 

 

25X1A
Approved For BelJas&ZQQZUJ?B;QIA:BD.EBlQQB?SQO%OOOMOOM -2

CONTENTS

 

 

 

 

. INDONESIAN GOVERNMENT FEARS EAST INDONESIAN

COUP IS STEP TOWARD INDEPENDENCE |
(page 6). 25X1A

 

- SUEZ CANAL TOLLS ISSUE CONSIDERED CRUCIAL TO

 

AMERICAN PRESTIGE IN BRITAIN 25X1A

 

 

25X1

 

 

 

 

25X1A N

25X1

. AUSTRIA RESTRICTS UN COMMITTEE INVESTIGATING

- TRAINING PROGRAM IN SOVIET ARMS ESTABLISHED IN

KABUL| |

 

. CAMBODIA SHOWS GROWING AWARENESS OF COMMUNIST

SUBVERSION THREAT | | 25X1A

 

. ATTEMPT MAY BE MADE TO OVERTHROW HAITT'S LATEST
PRESIDENT

 

 

 

 

25X1A

 

HUNGARY |

 

ANNEX--Conclusions of the Watch Report of the Intelligence
Advisory Committee 25X1A

 

 

 

 

 

 

 

8 Mar 57 Current Intelligence Bulletin Page 2

25X1A
Approved For Reledse 2002/11/19 . CIA-RDP79T00%75A003000140001-2

 

 

 

 
x0c25X1
Approved For Release 2002/11/19 : CIA-RDP79T00975A003000140001-2

Next 2 Page(s) In Document Exempt

 

Approved For Release 2002/11/19 : CIA-RDP79T00975A003000140001-2
x0c25X1

 

Approved FL",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000140001-2,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3150411,"March 9, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755679%5D.pdf," 

 

 

 

 

 

 

 

 

/
7
9 March 1957 %
q f
Copy No. 3 /
7
CURRENT 38?",3/9/57,CIA-RDP79T00975A003000150001-1,"NN

N
o1
>

A R N

/",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000150001-1,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3180489,"March 10, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755647%5D.pdf," 

 

 

 

 

 

 

 

3.5(c)
10 March 1957
CONTINUED CONTROL Copy No. 131
CURRENT -
INTELLIGENCE b
BULLETIN Bome g

e i et

 

 

 

 

OFFICE OF cwm%ni",3/10/57,CIA-RDP79T00975A003000160001-0,"25X

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000160001-0,/meta-55600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3150412,"March 12, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755606%5D.pdf,"201 9/12/04 CO31 50412,

12 March 1957

 

 

 

 

 

 

 

 

CURRENT \?f
INTELLIGENCE ?7 u_1_1
BULLETIN | ,, ll-",3/12/57,CIA-RDP79T00975A003000170001-9,"I g

 

 

 

 

 

 

 

 

 

 

 

 

/
25X / 12 March 1957 25X1
7 7
Copy No. - 131 %
Z
7
CURRENT R g
25X
INTELLIGENCE ?7 'w",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000170001-9,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3162008,"March 13, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755628%5D.pdf,"201 9/12/04 CO31 62008

 

 

 

 

 

 

13 March 1957
CURRENT J&@M
NO CHANGE IN GLASS,
i T REVIEW DATE: e et
BULLETIN W 0.2 ",3/13/57,CIA-RDP79T00975A003000180001-8," 

 

 

 

 

 

7
- 13 March 1957 25X1 %
| | %
Copy No. 131 Z
Z
. Z
CURRENT ",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000180001-8,/meta-55400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3180490,"March 14, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755675%5D.pdf,"Copy No. 131

C E T ",3/14/57,CIA-RDP79T00975A003000190001-7,,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000190001-7,/meta-57200,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3162009,"March 15, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755616%5D.pdf,"\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

3.

 

15 March 1957

\\\\\\\

 

 

 

 

 

 

 

 

RRE |IT DOCUMENT NO. e ~
hl NO) GHAMGE 1 q,/xo\,\. p
(; N {1 DECLASHIFILD
o CHARGED TO:

GLASS. CHANGED 1
I TELLI E CE NEXT REVIEW DAT e u?z |
i o ",3/15/57,CIA-RDP79T00975A003000200001-5,")
o1
X

RN

\\",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000200001-5,/meta-55400,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3180491,"March 16, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755681%5D.pdf,"3.3(h)(2
3.5(c)

 

\\\\\

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

16 March 1957

 

 

 

 

 

 

Copy No. 131

 

CURRENT &/_...M;
INTELLIGENCE M
BULLETIN M,?zg |

 

 

 

 

OFFICE OF CURRENT INTELLIGENCE
CENTRAL INTELLIGENCE AGENCY

 

 

 

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

/////////////////W%////////////////,

Approved for Release: 2019/12/04 C03180491
",3/16/57,CIA-RDP79T00975A003000210001-4,"Z//////////W 20&9#2?%&%79TW/(W///////////4

",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000210001-4,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3160428,"March 17, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755627%5D.pdf," 

 

 

 

 

 

 

 

3 5 %
17 March 1957 %
Copy No. 13 1
CURRENT |
lNTEW",3/17/57,CIA-RDP79T00975A003000220001-3,"25X

WW 2005/0% §%797WW

State Department review completed -

 

17 March 1957

 

N
o
>

 

 

 

 

 

 

Copy No. 191

 

CURRENT |
INTELLIGENCE pocuvirio ek
i | DECLASDIFIEL
BULLETIN TR e cnppt 25t
NEXT REVIEW DATE.
AUTH:, AR 0-2?
DATE",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000220001-3,/meta-59800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3160429,"March 19, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15756246%5D.pdf," 

 

 

 

 

 

 

 

19 March 1957
Copy No. i 3 1
CURRENT ,____?;L__,__
Ii DECLASSIFIZD
INTELLIGENCE o Qb
AUTH:HR 70-
B U LLETIN . E-'==Tafw.éf?rzv&sws?; , .

 

 

 

 

OFFICE OF CURRENT INTELLIGENCE
CENTRAL INTELLIGENCE AGENCY

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

 

 

 

\\\\\\\\\\\\\\\\\\\\\X\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

NN

o, ",3/19/57,CIA-RDP79T00975A003000230001-2,"25X

R R R N

\\\

D",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000230001-2,/meta-59800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3160430,"March 20, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755703%5D.pdf,"w7

20 March 1957

 

 

 

 

 

 

 

Copy No. 131

CURRE NT DOCUMENT NO. v
NO CHANGE IN CLASS, g8
[\ DECLASSIFIE
INTELLIGENCE 5
: NEXT REVIEW DATE: - -
BULLETIN Aty 1540
DAt Z ""h REVIEWER: J:

OFFICE OF CURRENT INTELLIGENCE
CENTRAL INTELLIGENCE AGENCY

 

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

 

 

 

/////////////////WV// W)

Approved for Release: 2019/12/04 C03160430
",3/20/57,,,,,,master only (1),1957
Current/Central Intelligence Bulletin Collection,3160431,"March 21, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755700%5D.pdf,")(2)
3.5( )

 

21 March 1957

 

 

 

 

 

 

Copy No. 131

 

CURRENT
INTELLIGENCE
BULLETIN

 

 

 

 

 

 

DATH.

OFFICE OF CURRENT INTELLIGENCE
CENTRAL INTELLIGENCE AGENCY

 

 

 

 

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
\

NN

///////////////////W",3/21/57,CIA-RDP79T00975A003000250001-0," 

 

 

 

 

 

 

 

 

 

 

 

;////////W 203%4",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000250001-0,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3150413,"March 22, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755705%5D.pdf,"3.5(c

\\\\

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

 

22 March 1957

]

Copy No, 131

O e,
CURRE T ' BOGUMENT NO. - ""
NO CHANGE i LLA&",3/22/57,CIA-RDP79T00975A003000260001-9,"25X1

3 =
S z5
o

 

 

 

 

 

 

 

 

 

 

 

 

/////WW 200T?l",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000260001-9,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3160432,"March 23, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755718%5D.pdf,"I, . DAY

 

 

 

 

 

 

 

 

3.5( )
23 March 1957
Copy No. {31
CURRENT Z'.?. e
oo S
INTELLIGENCE N
CLASS. GHANGED ETOM
BULLETIN A |
M?r@wms? E",3/23/57,CIA-RDP79T00975A003000270001-8,"N
o
>
",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000270001-8,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3160433,"March 24, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755565%5D.pdf,"201 9/1 2/04 CO31 60433

 

 

 

 

 

 

 

 

 

3.5(c
24 March 1957
Copy No. 1 3 1
CURRENT
INTELLIGENCE oo A
i DEC%.Z\-@S",3/24/57,CIA-RDP79T00975A003000280001-7,"N
o
><

§\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

///f I sy,

State Department review completed

 

 

 

 

 

 

 

 

 

 

 

 

 

 

%

24 March 1957 25)(%

, ,é

Topy No. {31 %

«z

CURRENT ?

INTELLIGENCE oo L) 2
[ DECLASSBHEGED s s

BULLETIN R Y > ST/

AUTH: HR 70-2",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000280001-7,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3150414,"March 26, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755649%5D.pdf,"201 9/12/04 CO31 50414

 

 

 

 

 

",3/26/57,CIA-RDP79T00975A003000290001-6,"25X1

w\\\\\\\\\\\\\\\\\\\\\\\\\\\\\x

\\\\\\\\\\\\\",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000290001-6,/meta-55800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3160434,"March 27, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755631%5D.pdf,"27 March 1957

NN

 

 

 

 

 

 

 

copy No- 494

CURRENT 3 e

INTELLIGENCE i i |
BULLETIN 1.",3/27/57,CIA-RDP79T00975A003000300001-4,W55 i ?g?/,https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000300001-4,/meta-56800,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
Current/Central Intelligence Bulletin Collection,3160435,"March 28, 1957",https://www.cia.gov/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755629%5D.pdf,I ,3/28/57,CIA-RDP79T00975A003000310001-3,"N
o
>

AANAAN AN AN AN S S AN NS AN AN NN

%\\\\\\

N399I

State Department review completed

 

N
O

ity

\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

28 March 1957

 

 

 

 

 

 

 

Copy No. 132

 

 

 

 

25X1
CURRENT 3 L
MO {31-.5';:(}'5. ;u:i
INTELLIGENCE S
NE TR",https://www.cia.gov/readingroom/document/CIA-RDP79T00975A003000310001-3,/meta-55600,CENTRAL INTELLIGENCE BULLETIN,matched (3),1957
